Vârdformu skaits:	3738
Vârdlietojumu skaits:	23524


1296	un
555	to
381	tas
362	us
339	Un
334	úazzija
324	no
322	irr
305	tee
294	ne
272	ta
264	Tad
261	pee
251	ka
228	tad
223	ar
222	wiò§ch
216	bija
213	wiòòa
194	teem
193	Dahwids
191	Sauls
187	es
183	kas
138	tam
137	tew
132	tu
118	wiòòu
117	jo
117	man
115	úawu
114	nu
111	Bet
110	KUNGS
106	weenu
104	tohs
102	eekúch
102	KUNGA
100	preekúch
99	ko
99	Samuels
95	tahs
94	ka`
91	par
90	prett
88	eúmu
88	weens
87	nahze
84	bij
84	pahr
80	bet
77	buhs
77	kad
76	Ïaudis
73	Kad
72	J§rae#ïa
65	Dahwidu
65	Deewa
65	juhs
64	Saula
62	gahje
55	eúúi
55	ta`
54	Jonatans
54	Wili§teºu
54	wiòòam
53	lihd§
50	tappe
49	mums
49	tur
48	wiúúu
47	ir
47	Saulu
47	uhs
45	Rohka^
45	úchodeen
44	Wili§teºi
43	Íehniòu
43	pehz
43	úaweem
42	Ïaudim
42	pakkaï
42	Wihreem
41	§tarp
41	tohp
40	jums
40	mehs
39	Deena^
39	Wihrs
38	zehlehs
37	atkaï
37	KUNGU
37	tawa
36	òehme
35	Dehls
35	raugi
34	Dahwida
34	Dahwidam
34	Eelus
33	KUNGAM
33	mans
32	Jo
32	likke
32	ïohti
32	úcho
32	tawu
32	Wihri
32	wiúúi
32	zaur
31	arri
31	atbildeja
31	mann
31	tapehz
30	Es
30	Wili§teºeem
29	darrijs
29	Deews
29	Semmes
29	1
28	Íehniò§ch
28	manna
28	Rohkas
28	tai^
28	teeúcham
27	jelle
27	Samuelu
27	Saulam
26	diwi
26	neds
25	Dehlu
25	kur
25	laid
25	Raugi
25	úawa^
25	Úchíir§tu
25	Ta`
25	Tas
25	Tehwa
25	wehl
24	isgahje
24	ja
24	Preekúcha^
24	red§eja
24	úawas
24	tik
23	J§rae#lu
23	Namma^
22	buhtu
22	eúúam
22	Íehniòa
22	labbi
22	nahzis
22	Puiúis
22	Rohku
21	eúúat
21	J§rae&ïa
21	juhúu
21	Kalpeem
21	mannu
21	palikke
21	Úirds
21	úuhtija
21	Tee
21	Tehws
21	Wahrdus
21	wiúúeem
20	eet
20	leelu
20	muhúu
20	nogahje
20	Wihru
20	Zeïïu
19	Dehli
19	jeb
19	KUNgs
19	nahk
19	Pehz
19	pretti
19	Rohka
19	Úeewas
19	Wahrds
18	arrid§an
18	Deewu
18	dewe
18	d§irdeja
18	Kapehz
18	manna^
18	Wahrdu
17	Azzim
17	pats
17	Praweeúchu
17	runnaja
17	úawa
17	Úchíir§ts
17	Úeewa
17	wiòòas
16	atpakkaï
16	Awis
16	Deenas
16	Gars
16	J§rae#ls
16	kawe
16	noh§t
16	paúcha^
16	Pilsúahta^
16	Semmi
16	weena
15	Balkúnei
15	behd§e
15	Dehla
15	d§ihwo
15	Kungs
15	Mai§es
15	Ne
15	Samueïa
15	tahm
15	wairs
15	wedde
15	ween
15	Weetu
15	wiúúus
14	bihjajahs
14	dewis
14	Jonatanu
14	KUNGÚ
14	lai
14	manni
14	muhs
14	Nammu
14	úazzidams
14	úchohs
14	Úeewu
14	Sohbinu
14	taws
14	Wihrus
14	Wiò§ch
14	wiús
13	apkahrt
13	darra
13	Galwu
13	Juhda
13	Kalpi
13	kamehr
13	Kaººa^
13	Kas
13	Leetu
13	Lehìeri
13	nokaut
13	Nu
13	Puiúi
13	Red§
13	úchis
