Vârdformu skaits:	1554
Vârdlietojumu skaits:	4880


275	un
142	tee
128	irr
116	es
98	to
72	no
70	ka`
67	ne
62	jo
58	tas
57	ar
54	tohs
52	teem
51	wiòòu
49	ta
49	wiò§ch
45	wiòòa
43	bet
42	ka
32	kas
32	pee
30	pahr
30	uhs
29	buhs
29	tad
29	us
28	eekúch
26	weenu
24	par
24	úawu
24	tahs
22	taps
22	zaur
21	tapehz
21	wiòòo
20	manni
19	ir
19	kad
19	tu
17	i§rae#ïa
17	kungs
17	man
16	weena
16	weens
16	wiòòas
15	ko
15	prett
14	deewa
14	deews
14	dehï
14	kunga
14	tomehr
13	ak
13	eewra#ims
13	juhda
13	juhs
13	mannu
13	tadehï
12	eúmu
12	kungu
12	neds
12	nu
12	pehz
12	tam
12	tewi
12	tohp
12	1
11	ïaudis
11	nahks
10	behrni
10	bes
10	buhúchu
10	deena^
10	mauzibu
10	preekúch
10	úawa
10	úaweem
10	semmes
9	deewu
9	i§rae#ls
9	íehniòa
9	neweens
9	tur
9	wiòòam
8	dohd
8	manna
8	úakka
7	darriúchu
7	d§enn
7	itt
7	jums
7	mehs
7	pakkaï
7	§tarp
7	tahm
7	tappe
7	tawu
7	2
6	eewra&ims
6	krittihs
6	mannim
6	muhs
6	namma
6	úohdibas
6	tai^
6	tawa
6	tew
6	wairs
5	appakúch
5	aúúura
5	at§ih§t
5	augïus
5	derribu
5	eúúi
5	gann
5	i§rae#l
5	juhúas
5	íehniò§ch
5	íehniòu
5	kungam
5	laika^
5	ïau§chu
5	lauwa
5	mannas
5	mannis
5	mans
5	mums
5	nammu
5	preekúcha^
5	samarijas
5	úawa^
5	úawahm
5	úawas
5	úazzija
5	úirdi
5	tappuúchi
5	tatúchu
5	taws
5	teeúcham
5	uppure
5	wiòòeem
5	wiúúi
5	wiúúu
5	5
4	atgree§iúees
4	atkaï
4	behrnus
4	bija
4	buhtu
4	darra
4	darriht
4	deenahm
4	dehlu
4	egipti
4	eúúat
4	gibejas
4	grehkeem
4	gribbu
4	irraid
4	i§rae&ïa
4	i§rae&ls
4	i§rae#ïam
4	jauns
4	kur
4	lai
4	laiku
4	laulibu
4	no§eegumu
4	paliks
4	pats
4	peemekleúchu
4	úazzihs
4	semmi
4	úewim
4	sohbinu
4	úudraba
4	ta`
4	tik
4	turrahs
4	wahrdu
4	wairak
4	warr
4	wehl
4	wihns
4	wiòòai
4	zeïïu
4	zelúees
3	altaºus
3	aprihs
3	ap§chehloúchohs
3	arri
3	atgree§iúchohs
3	atgree§tees
3	behrneem
3	bij
3	buht
3	darrijs
3	daud§
3	debbes
3	deena^s
3	deenas
3	dohdahs
3	drauguïeem
3	d§emdeja
3	d§ihwoht
3	eeúchu
3	eewra&ima
3	egiptes
3	egiptes=semmes
3	eita
3	eïji
3	elkadeewigus
3	grehkus
3	gºuhta
3	isdeldeti
3	i§rae#lu
3	jepúchu
3	juhdu
3	ka^
3	kuºúch
3	labbibas
3	labbibu
3	labbu
3	laid
3	ïaudim
3	lauka^
3	leel=kungi
3	leela
3	leeta
3	leetus
3	lihbanus
3	likúchu
3	manna^
3	mauko=úeewu
3	meeúas
3	meklehs
3	muttes
3	nahk
3	nahwes
3	neúúihs
3	nogahje
3	no§eegums
3	notiks
3	o§eju
3	pagaòeem
3	pahrlau§a
3	paklauúihs
3	paklauúiúchu
3	palihd§iba
3	peemeklehs
3	peeúauz
3	pilsúahto^s
3	prahtu
3	praweeúchi
3	raúúa
3	rihta
3	rohku
3	§aïïohs
3	úawus
3	úazzihts
3	schehla§tibas
3	schehla§tibu
3	úeewas
3	semme
3	úirds
3	úohda^
3	stabbus
3	§tipri
3	stohpu
3	swehreem
3	ta`patt
3	taiúnibu
3	teïïu
3	tewis
3	wahrdus
3	wehjúch
3	wihna
3	wihnu
3	wihrs
3	wiltibu
3	wirs
3	wiúúa
3	wiúsnotaï
3	zehlahs
3	zeplis
3	zilweku
3	4
3	6
3	7
2	agri
2	aismirúis
2	altaºi
2	apúlehpts
2	arrid§an
2	aúúiriju
2	ateet
2	atgree§chahs
2	atgree§ees
2	atmakúahs
2	atmett
2	atpe§tiht
2	atpe§tiúchu
2	atraddihs
2	atra§ts
2	atrauúchu
2	at§ihúchana
2	at§iht
2	azzim
2	bahr§ibas
2	ballodis
2	baººahs
2	behrns
2	behrnu
2	bet=awena
2	beteles
2	bildehm
2	brahïeem
2	bruhtes
2	darbeem
2	darbus
2	darru
2	deena
2	deewekïeem
2	dohma
2	dohs
2	draudeúchanu
2	drauguïi
2	drauguïus
2	d§eedinaht
2	d§eedinaju
2	d§ennahs
2	d§ihúees
2	d§ihwo
2	d§immumu
2	duúmiba
2	eemihle
2	eepreezinaúchanu
2	eewra&im
2	eewra&imam
2	eewra#ima
2	eewra#imu
2	ehd
2	ehdihs
2	ehrkúchíi
2	eij
2	elka=deewibu
2	elles
2	eúúus
2	gars
2	gau§cha
2	gilgala
2	grehki
2	grehku
2	ilgi
2	ilgu
2	i§raeïa
2	jareba
2	jemmeet
2	je§ree#ïa
2	juhºas
2	juhúu
2	kakla
2	kam
2	kaººu
2	kauks
2	kauna^
2	kaunu
2	klauúajt
2	kïuht
2	labbumu
2	labdarriúchanas
2	laiks
2	laulaúchu
2	ïaunumu
2	laupitaji
2	leelu
2	leelu=kungu
2	lepniba
2	linnus
2	loriamo
2	mahte
2	mahtes
2	mahti
2	mai§e
2	manno
2	mannus
2	mantu
2	maukahm
2	maukas=behrnus
2	mauziba
2	mauzibai
2	mauzibas
2	mee§chu
2	meitas
2	meitu
2	mekle
2	mekleht
2	melli
2	mellu
2	mellus
2	mihle
2	mihïoúchu
2	muhúu
2	nahkúchu
2	namma^
2	nammam
2	nammus
2	neka`
2	nepeetizzigi
2	nihdeúchana
2	noúaukúi
2	noúauz
2	no§eeguma
2	omeru
2	o§ejum
2	o§ejus
2	padebbes
2	padohma
2	pahrkahpuúchi
2	pahrmahziúchu
2	pakalneem
2	papreekúchúluddinaúchana
2	paúcha
2	paúcha^
2	paúchas
2	pa§ih§tu
2	peeminnehs
2	peeminneúchana
2	poh§tiúchanas
2	poh§titi
2	praweeúcheem
2	praweetu
2	pree§teri
2	pree§teºu
2	pretti
2	prohjam
2	putneem
2	runnaja
2	runnaúchu
2	úagahnijees
2	úakkajt
2	úakne
2	úalau§iúchu
2	samarija
2	úaplohúiúchu
2	úawo
2	schehla§tiba
2	úchi
2	úchis
2	úcho
2	úeewu
2	selta
2	semme^
2	úew
2	§innamu
2	sirgeem
2	úluddinaúchana
2	úohda
2	úohdiba
2	§taigahs
2	úwehtku
2	úweúchi
2	taggad
2	tahdas
2	tai
2	tapt
2	tautas
2	taweem
2	tawi
2	teekams
2	teeúu
2	teïúch
2	tihkli
2	tihras
2	tuhkumu
2	tukúneúi
2	tukúneúi^
2	turrejúchees
2	uhdeni
2	waggahm
2	wahrdeem
2	wairo
2	wairojs
2	wairumu
2	waj
2	weenas
2	weeta^
2	wehju
2	wehra^
2	wehrúchus
2	wihna=kohks
2	wihra
2	willu
2	wiltigs
2	wirúneekus
2	wiúúeem
2	zeetumu
2	zeïïeem
2	zilwekeem
2	10
2	13
2	14
2	3
2	9
1	adamu
1	agrajs
1	agreja
1	agruma
1	agruma^
1	ahdams
1	ahra
1	aisdarriúchu
1	aisd§ihs
1	aisd§ihti
1	aismirúiúchu
1	aismirúuúchi
1	aismirúuúi
1	aisúchaujamus
1	aisúees
1	ais§krees
1	aisweddiúchu
1	aiswe§t
1	aiswe§ta
1	aiswe§ti
1	aizinaúchanas
1	aizinati
1	akaúa
