V‚rdformu skaits:	79
V‚rdlietojumu skaits:	119
	
	
6	un
5	es
5	gribbu
5	jeb
4	eekßchan
4	to
3	ßˆw
3	ka
3	kadu
2	ßinnamu
2	dßerramu=naudu
2	ghaddigi
2	ghodigi
2	likt
2	neh
2	tikkußchi
2	truwi
2	turrehtees
2	und
2	zaur
1	ßajutu
1	ßw‰ru
1	ßw‰tz
1	auglus
1	bett
1	dabbu
1	darriet
1	darriht
1	dawanu
1	deews
1	eejemdams
1	eﬂmu
1	ewangeliums
1	gir
1	iﬂpakadams
1	kadus
1	kas
1	kurru
1	labb
1	leetahm
1	man
1	mann
1	meklehdams
1	n
1	nehweenu
1	nei
1	no
1	paßl‰pts
1	paßlepts
1	pagrabeem
1	palieds
1	parr
1	pary
1	peetitzigi
1	peewiltees
1	petitzigi
1	praßßiet
1	praﬂiet
1	runnaju
1	sali
1	sals=dr‰geru=ammatu
1	taiﬂni
1	teeßßu
1	teeßcham
1	tick
1	tik
1	top
1	tudel
1	us
1	usßatziet
1	usjembts
1	wißßahm
1	wißi
1	wiltibu
1	winja
1	wiﬂu
1	zellu
1	zitteem
1	zittu
