Vârdformu skaits:	6831
Vârdlietojumu skaits:	34293


1911	un
813	to
791	irr
598	tas
539	no
494	ne
486	ta
469	kas
421	tee
385	es
339	ka
330	us
329	ar
304	ka`
300	wiò§ch
295	tahs
295	Un
293	teem
276	tu
263	KUNGS
260	buhs
231	wiòòa
219	tohs
208	juhs
199	par
188	pee
185	taps
180	Jo
178	weenu
165	wiòòu
158	eúmu
152	pahr
146	eekúch
135	úakka
132	úawu
131	ko
131	KUNGA
124	prett
121	bet
120	tad
117	jo
110	Es
107	weens
94	tewi
94	tohp
88	man
86	eúúi
86	tew
85	zaur
83	Deews
82	Bet
82	Semmes
80	Ïaudis
79	wiòòo
78	manni
77	tam
76	preekúch
75	kad
71	itt
70	ta`
70	weena
67	Kas
66	mehs
66	tawu
65	Deena^
61	juhúu
60	ir
60	Tas
60	wiòòas
60	Zebaot
60	1
59	neds
58	mannu
58	pehz
57	J§rae#ïa
56	wiúúi
54	Ïaudim
51	manna
51	Tad
51	tawas
50	Deewa
50	dehï
50	Semmi
50	tawa
49	Wahrdu
48	úawas
47	lihd§
47	wiúúu
46	Semme
46	Tee
46	wairs
45	Tapehz
44	taws
43	bija
42	nahks
40	Leetas
40	neweens
40	Rohkas
40	tur
39	jums
39	kam
39	mans
39	muhúu
39	Wiò§ch
38	Ta`
37	lai
37	Red§i
36	jeb
36	mannas
35	úazzija
35	úcho
34	warr
33	darra
33	tai^
33	tomehr
33	wiúúeem
32	mums
32	Úirds
32	wehl
32	wiòòam
32	Zeïïu
31	KUNGU
31	Ïau§chu
31	úawus
30	darrijs
30	Teeúu
30	Weeta^
29	bij
29	Íehniò§ch
29	Rohku
28	J§kijus
28	KUngs
28	nahk
28	Raugi
28	úawa
28	§tarp
27	Aúúirijas
27	KUNgs
27	tawus
27	Tu
27	Uhdens
27	wiòòeem
26	Azzis
26	ees
26	eúúat
26	Kalnu
26	Íehniòa
26	Ne
26	Ta
26	tewis
25	arrid§an
25	atkaï
25	Behrni
25	kohpa
25	Kri§tus
25	pats
25	Semme^
25	Wahrds
25	Zianas
24	bes
24	darriúchu
24	Juhda
24	úawa^
24	tahm
24	Taiúnibu
23	buhtu
23	Jehkaba
23	Jr
23	kur
23	nu
23	Preekúcha^
23	Tadehï
23	tapehz
23	tapt
23	Uhdeni
22	eúúam
22	ta`patt
22	tawa^
21	darrihs
21	daud§
21	E§aijus
21	Ka
21	kamehr
21	Kauna^
21	mannim
21	muh§chigi
21	Pilsúahts
21	raugi
21	úaweem
21	tai
21	tewim
21	tik
21	Ugguns
21	ween
20	arri
20	manna^
20	Pagaòeem
20	Rohka
20	runna
20	úazzijs
20	taweem
20	wairak
19	Balúi
19	Deewu
19	Gars
19	Jeru§alemi
19	KUNGAM
19	leek
19	red§
19	red§ehs
19	wiúúa
19	wiúúus
19	2
18	Dehls
18	eet
18	Juhºas
18	Íehniòu
18	Laika^
18	mann
18	mannis
18	Namma
18	Pagaòu
18	Papreekúchúluddinaúchana
18	úazzihs
18	Taiúniba
18	tawi
18	wiúúas
17	ak
17	Gohdibas
17	Grehkeem
17	Jtt
17	ka^
17	kluúúu
17	muhs
17	neneeka
17	Pe§titajs
17	Úwehtajs
17	tahïu
17	tapúi
17	Uppes
16	Ar
16	Garru
16	Gohdibu
16	Kad
16	kahda
16	leelu
16	muh§cham
16	Na§ta
16	neka`
16	pa
16	runnajs
16	úew
16	§taiga
16	tappe
16	Weetas
16	wehra^
15	Behrnu
15	Behrnus
15	d§ihwohs
15	Eed§ihwotaji
15	ehdihs
15	Jeru§alemes
15	klaht
15	newaid
15	Pagaòi
15	tappis
15	To
15	Wahrda
15	Waj
15	Wal§tibas
