Vârdformu skaits:	5185
Vârdlietojumu skaits:	35595


2018	un
723	to
677	tas
603	no
593	es
504	irr
497	teem
476	tee
467	Un
466	ta
423	us
382	ka
379	kas
367	ar
359	buhs
340	bija
321	ne
291	KUNGS
280	pee
279	wiòòu
267	tahs
266	tu
261	prett
227	úakka
226	wiòòa
207	KUngs
194	par
180	wiò§ch
177	weenu
169	juhs
164	eúmu
158	tohs
155	ka`
155	zaur
151	tad
150	eekúch
147	kad
147	úawu
144	man
142	pahr
139	J§rae#ïa
132	tew
130	ko
129	tewi
121	preekúch
111	Semmes
111	§tarp
110	Ta`
110	tawu
107	Es
104	wiòòas
103	jums
103	ta`
103	Zilweka
102	tam
100	weena
98	eúúi
95	úazzija
93	Behrns
92	tahm
90	pehz
88	Tu
86	weens
85	Namma
83	tawas
80	taps
76	bet
73	Tad
72	KUNGA
67	Widdu^
64	bij
64	tewim
62	Deena^
62	juhúu
62	Tapehz
61	jo
61	lihd§
60	Bet
60	manni
60	Wahrds
57	mannas
57	Tadehï
57	wiúúu
56	darriúchu
56	Jo
56	mannu
56	wiòòeem
55	tohp
55	tur
55	wairs
53	apkahrt
53	Ïaudim
53	Ohlektis
53	úakki
53	Sohbinu
52	raugi
52	úawas
52	wiúúi
51	notikke
49	neds
48	ir
48	Rohku
48	Semmi
47	Jr
47	Pagaòeem
47	wiòòo
46	arrid§an
46	Deewa
46	dehï
43	Kad
43	Tas
42	1
41	Puúúes
41	úluddina
41	tawa
40	darra
40	itt
40	tapehz
40	Wiò§ch
39	kur
39	lai
39	Tee
38	daud§
38	Ïaudis
38	manna
38	úajuttihs
38	tappe
38	wiúúeem
37	Azzim
37	KUNgs
37	Nammu
37	Wahrtim
37	Weetas
37	wiòòam
37	wiúsapkahrt
36	úawa
36	úaweem
35	darrijs
35	nahk
35	Nams
35	weenas
34	diwideúmits
34	gribbu
34	mehºoja
34	úawa^
33	Behrneem
33	likúchu
33	úawus
33	úchihs
32	teeúcham
32	wiúúas
31	J§rae&ïa
31	KUNga
31	Plattums
30	tawus
30	Wahrdu
30	Wahrtis
29	ak
29	diwi
29	eúúat
29	Ïau§chu
29	Puúúi
29	Rohka^
29	runnajs
29	Wahrtu
29	Weetu
29	wiúúus
28	atkaï
28	d§ihwohs
28	gahje
28	Ugguni
28	UN
27	Kalneem
27	Rohkas
27	Teeúu
27	wedde
27	wiúúahm
26	Egiptes
26	Úuhdu=Deeweem
26	tik
26	Uhdens
26	Waigu
26	wirs
25	Deews
25	Preekúcha^
25	tapt
24	appakúch
24	Gaººums
24	Negantibas
24	nu
24	Ohlekúchu
24	Pagalmja
24	taweem
24	Teeúas
23	Deenas=Widdus
23	Ezekie#ls
23	red§eju
23	úajuttiúeet
23	úawahm
23	tai^
23	tawa^
23	weddiúchu
22	jeb
22	leelu
22	Mauzibu
22	nahze
22	Semme^
22	úwehtu
22	Ta
22	tomehr
22	Weeta
22	wehl
21	biju
21	Deenas
21	klaht
21	labbi
21	Mehnes
21	No
21	nomirs
21	Pilsúahta
21	Preekúchu
21	Rihta=Puúúi
21	Semme
21	tai
20	Juhºas
20	Kas
20	krittihs
20	mann
20	paúchu
20	red§
20	Rihta=Puúúes
20	tawi
20	Tomehr
20	Zeïïu
19	Aúúini
19	Bahr§ibu
19	bes
19	Íehniòu
19	pa
19	Seemeïa
19	§tahweja
19	úwehtas
19	Ugguns
18	arri
18	Babeles
18	dohúchu
18	eet
18	Jeru§alemes
18	Juhda
18	Ka
18	neka`
18	No§eegumu
18	Pagaòu
18	peezas
18	Rohbe§chas
18	runna
18	úahnis
18	Úirds
18	Sohbins
18	tewis
18	tuhk§toúchas
18	Uppes
17	Awis
17	Behrni
17	darriht
17	d§ihwo
17	Eemantoúchanu
17	Íerubim
17	leelas
17	manna^
17	mannus
17	Meitas
17	nahks
17	Nammam
17	Pree§teºeem
17	wiúúa
16	buhúchu
16	buhtu
16	Draud§i
16	d§ihwoju
16	Gars
16	iseet
16	Jeru§alemi
16	juhúus
16	kahda
16	kam
16	Kambaºi
16	Laupijumu
16	Leetas
16	ïohti
16	red§i
16	Red§i
16	Rihk§tes
16	úcho
16	tadehï
16	trihs
16	Waigs
16	Weeta^
15	Aúúins
15	eh§t
15	Ìihmis
15	ikweens
15	mannim
15	mehºama
15	peezúimts
15	poh§tu
15	pretti
15	Rihta
15	úazziju
15	úchi
15	úwehta
15	tawahm
15	túchetreem
15	Widdu
15	Zeïïa
15	3
14	Behrnus
14	buht
14	deúmits
14	Dwehúeles
14	Gadda^
14	Gohdiba
14	kamehr
14	kurp
14	laid
14	mannahm
14	manno^s
14	Mehri
14	pakkaï
14	peezdeúmits
14	Úahnu
14	Seemeïa=Puúúi
14	Widdus
13	Daïïa
13	Durwim
13	Gaººuma^
13	Juhs
13	juhúeem
13	Kambaºeem
13	klauúa
13	Laika^
13	Mai§i
13	ne§t
13	Ohlekts
13	ohtru
13	peez
13	Raugi
13	Red§
13	Rihk§ti
13	úapulzinaúchu
13	úchee
13	Úchi
13	Sihmi
13	Úirdi
13	Starpa^
13	ta`patt
13	Uhdeni
13	Wakkara=Puúúei
13	Zilwekus
13	4
12	biji
12	buhúi
12	darrijúchi
12	dewis
12	d§ihwoht
12	Durwis
12	ees
12	Gurneem
12	jaunu
12	noh§t
12	Nokauteem
12	Pagaòi
12	Pilsúahtu
12	Rohka
12	úataiúiht
12	tapúi
12	Teem
12	Teeúcham
12	tuwu
12	Wainas
12	Wihri
12	Zeïïeem
12	15
11	Atkaï
11	Azzis
11	Barribu
11	darrihts
11	Derribu
11	Ehdamo=Uppuri
11	Gallu
11	Galwahm
11	Galwu
11	Garru
11	gree§
11	isdeldeúchu
11	J§raeïa
11	KUNGAM
11	Likkumo^s
11	Mahúas
11	manneem
11	Margahm
11	Negantibahm
11	neweens
11	nodohúchu
11	Pagalmu
11	patt
11	Pehz
11	Pilsúahts
11	Pulku
11	úchis
11	Úeenu
11	úimts
11	Skritteïi
11	Sohbiòa
11	uppureht
11	Waigi
11	Waldneekam
10	Augïus
10	Bahr§ibas
10	Balúi
10	bohja^
10	darrija
10	darriju
10	Dehlus
10	Drehbes
10	drohúchi
10	Dwehúele
10	ee=eet
10	eekúcheja
10	Gabbals
10	Jtt
10	kahdu
10	Kahjahm
10	kuººu
10	Likkumus
10	lizzis
10	Lohpus
10	mannis
10	Margas
10	Mehneúi^
10	Meitahm
10	muh§chigi
10	mums
10	Ne
10	òemt
10	neneeka
10	pahrgalwigs
10	Rihkus
10	Úakki
10	Úchis
10	Tai^
10	Taiúnibu
10	túchetri
10	Wahrdus
10	wairak
10	Wihrs
10	wiúúo^s
10	Zeïúch
9	atgree§chahs
9	augúchu
9	Ak
9	Audekli
9	Auúim
9	darrijúi
9	Ded§amo=Uppuri
9	Deena
9	dohd
9	doht
9	ehd
9	Galdi
9	Ka`
9	Kalnu
9	Kaunu
9	Íebar
9	Íehniòa
9	Kohki
9	kuººeem
9	Lauka^
9	Lohgi
9	notiks
9	Padohmu
9	Pagalma^
9	Parahdiúchanas
9	paúchi
9	Plattumu
9	poh§ta^
9	Preekúch=Nammi
9	Prezzineeki
9	Pulka
9	red§ejs
9	úakkat
9	Úeewas
9	Úohdibas
9	Úwehdeenas
9	tapúeet
9	taptu
9	tawa^s
9	taws
9	Tik
9	Tur
9	Wahrda
9	Warau#s
9	weena^
9	Weetahm
9	Wehl
9	wiús
9	Woj
9	2
8	ahreja
8	apìehrbts
8	Atreepúchanu
8	Azz
8	Baddu
8	Besdeewigu
8	bijis
8	Duúmibas
8	Dwehúeli
8	Egiptes=Semme^
8	Eïjes
8	Eïji
8	Gals
8	gann
8	gribbi
8	ikweenam
8	iskaiúiúchu
8	iskaiúiti
8	Jaunibas
8	Juhºa^
8	Íehniò§ch
8	Kohku
8	Lauka
8	Laulibas
8	leels
8	leez
8	likke
8	Mai§es
8	Meeúa
8	Mehra
8	mettiúchu
8	òem
8	neúúihs
8	nokauti
8	ohtra
8	pats
8	peederr
8	Pilsúahti
8	prezzejahs
8	Rohbe§cha
8	runnaúchu
8	úagahnija
8	Sarreem
8	Úeenas
8	Skritteïeem
8	Spahrni
8	Swehreem
8	Swehri
8	úwehta^
8	tahïu
8	tapúchu
8	tawo^s
8	teeúaúchu
8	Tiru
8	To
8	Tukúneúi^
8	Wal§ti^s
8	Warras=Darbu
8	zitti
8	13
8	8
7	ahra
7	ap§chehloúchohs
7	atpakkaï
7	aug§tu
7	Altari
7	Ammoòa
7	Aug§tumu
7	Bedre^
7	Besdeewibas
7	dabbuht
7	Darbs
7	Darbu
7	darri
7	darrihs
7	Debbes
7	Dehlu
7	Draud§e
7	Drehbehm
7	d§enn
7	d§ert
7	D§ihwu
7	d§innuúi
7	eekúcha
7	eekúcha^
7	Eepas
7	eezelúchu
7	Gabbalu
7	Galdu
7	Gaººumu
7	Gohdibas
7	jepúchu
7	Jepúchu
7	juhúahm
7	juhúas
7	ka^
7	Kalni
7	kalpoht
7	Kauleem
7	Kauli
7	Kauna
7	Laiks
7	leela
7	Leetu
7	Mutti
7	nahkt
7	Negantibu
7	òehme
7	neús
7	newaid
7	No§eeguma
7	No§eegums
7	Nu
7	Padebbes
7	Pahrkahpúchanas
7	Parahdiúchana
7	Pilsúahtam
7	pirma^
7	Plattuma^
7	Praweeúcheem
7	Praweets
7	úawo^s
7	úazzihs
7	úeúchas
7	úew
7	úezzen
7	Sirgeem
7	úohdiht
7	Spahrneem
7	Spahrnus
7	Spoh§chums
7	Stuhºeem
7	tai`
7	Taiúnibas
7	Tautas
7	Tehwa
7	Tirus
7	túchetrahm
7	tuhk§toúchahm
7	turreht
7	wairoúchu
7	Wal§tim
7	Wihru
7	zelúees
7	zik
7	Ziltim
7	zitteem
7	12
7	5
7	6
7	9
6	atlikkuúchas
6	atòemúchu
6	Aiswe§teem
6	Altaºa
6	Aúúinis
6	Aug§tumus
6	Augumu
6	bahrgi
6	Besdeewigajs
6	Deena^s
6	Deenas=Widdum
6	Deewu
6	deh§tihts
6	deúmita^
6	d§irdeju
6	Durwju
6	eekahrúe
6	Eeleija^
6	Egiptes=Semmi
6	Eúúi
6	Gallam
6	Grehko=Uppuri
6	grib
6	gull
6	ikkatra
6	ikkatrs
6	irraid
6	is§teepúchu
6	iswilks
6	Jaukumu
6	Jstruhzinaúchanu
6	juhúo
6	kahds
6	kailu
6	Kambaºu
6	klauúajt
6	klauúiht
6	Kohkus
6	krittu
6	labbu
6	Lai
6	laupa
6	laupiht
6	Leel=Kungeem
6	Leetahm
6	lihd§i
6	mans
6	Mantu
6	Mehrs
6	mehs
6	Muttes
6	Ne=apgrai§iteem
6	Netaiúnibas
6	Nokautee
6	ohtra^
6	pahreet
6	pahrkahpuúchi
6	Pakalneem
6	Palma=Kohki
6	paúcheem
6	pazehlu
6	Peedau§iúchanu
6	Pilsúahteem
6	Pree§teºu
6	prohti
6	Red§'
6	Rihk§te
6	Rohbe§chu
6	Rohkahm
6	runnaja
6	úajuttiúi
6	úakku
6	úazziht
6	úazzijs
6	úcheem
6	Úeewahm
6	Úeewu
6	úewim
